Text,Score
"We have two Westies who, to say the least, have very sensitive digestion systems.  Since using this product, their hair is soft and moisturized, they love their food, and to boot, they are down to their recommended weight. We're on the automatic delivery program and that's the best no brainer ever.",5
"The ingredients are really wholesome. And, fast delivery! It would be nice if they had some type of fish formula though. But my dog loves them and will buy again!",4
"We switched to this brand because one of our dog's eyes always teared, and someone said it could be from a corn allergy.  This is one of only a few brands that is corn free and it cured the teary eye problem quickly.  BLUE brand does not contain corn, but they include garlic in their blend which can cause kidney problems in dogs over time according the veteriniarian.  It smells more natural than Purina One which I had been feeding them and they seem to like it better.  I like that the sales from the food go to charity too.  A good product.",4
We've originally bought this as our dog's first food and then switched to Wellness. Dog had runs for a few weeks hoping it would go away then went back to Newman's own and now our dog feels a lot better. Never switched his food ever again.,5
"My dogs love this food! No allergies, more energy and nicer coats. My big dogs skin doesn't seem nearly as irritated and I am assuming with a little more use his skin will be normal again. We like it m2 ofore than any other I have seen. My only problem is that I have 2 dogs one huge one and 12.5lbs hardly make it a month. We really could use bigger bags or a qty discount. Plus I cannot find this in any stores so when I ran out I had to by a substitute... UPDATE: My second shipment did not arrive at all. i have been trying to contact buyer but I cannot figure it out... Had to go back to the old food at least I realize that this food did not help with the dry itchy skin that the dogs have.. :{",3
This brand is the lowest price I can find in organic dog kibbles. The subscription is convenient. I wish the company makes 50 pound bags.,5
"We have been using this product for over a year now, Goldie our dog loves it, she is 15 years old now.",5
"Good but not my favorite.........Newman's Own Organics Adult Dog Food Formula, 7-Pound Bag....I now buy my dogs Taste of the Wild Salmon just great stuff buy it on Amazon!~ The less fillers the better not meals for my doggies!~",2
I have two English bull terrier with bad allergies. One of which is very picky and quickly stopped eating any type of dog food that I bought. They have been eating Newman's advanced dog formula for active or senior dogs for 18 months now and have not tired of it. Their skin and mobility has improved and they love it. I buy it by subscription so we never have to worry about running out and it is the cheaper way to purchase. My local stores only sell small bags which is an expensive way to buy.,5
"Received in a timely manner and in good condition. My Mishka is a little spoiled (I cook her meals when I can afford it, buy her wellness kibble when I can't) but she ate this willingly. I bought this because it qualified for overnight shipping, unlike the much heavier wellness bag, and she was almost out of kibble. I'm happy with the compromise.",5
"I buy Newmans Own adult dog food for my two chihuahuas.  I've always fed them natural, human-grade dog food, even though most brands can be a bit pricey.  Like most pet parents, I try to do the best I can for my dogs which starts with feeding them right.  Most dog food can be disgusting and the practices behind it are disturbing.  Newmans Own is more affordable, and I feel good about the company's ethics and practices so it was worth a try.  My dogs love it so it was easy to switch from the other brand.  They gobble it up! I now have it on subscription so we don't run out.",5
"4-year old Elkhound loves this food, and it keeps her in great health.  Amazon has the best price I've found for this food, and it's even better with subscribe and save.  I highly recommend it.",5
"Great alternative to dog food with corn and other by-products. Our picky dogs enjoy this food and so do I, knowing it is better their health.",4
I feel good about the quality and mix it with canned PN food.  She doesn't care for it by itself but then she doesn't like any dry dogfood.,5
"One of the best for our 11 year old Jack Russell mix. I always check to make the first ingredient is meat or chicken, not a byproduct.",5
I have 4 adult Shih-Tzus and while they do prefer it when I cook for them...... they do eat this and it has helped eliminate the brownish tear stains they get when I feed them some dry foods.,5
"I've been searching for a no-corn natural dog food to keep skin rashes away...tried Halo which was great but so expensive.  This is a little more affordable and the ingredient list looks very similar to Halo, but....oh boy.  I'm just glad it's warm enough to have the windows open!  My dog loves the taste and the quality seems great, so we'll try 2 more days to see if things settle down.",3
"I read all the reviews before buying this food and overall I was impressed with the product myself.  The dogs like it, they have no ill effects as 1 reviewer alleged (looking at her other reviews I think hers should be tossed by Amazon) and I can get it for even less on a subscription with Prime which means 2 Day No Cost shipping.  Whats not to love?  I do mix this with some Prescription Diet J/D since I have one ""older' dog and 1 with some allergies and the combo seems to help.  Bottom Line:  It is a good product and after doing a ton of reading (I don't buy my animals cheap food or ANYTHING that I think comes from China) I think it does everything it claims.",4
"My YorkiePoo thrives on this dog food.  I ran out two weeks ago, no local source, bought a competitor's so called equivalent only to see my Quinn suffer from itching and belly aches.  I ordered this from Amazon yesterday, free shipping, they sent it out hours later and I recieved it today!",5
"My Tibetin Terrior is 3 years old and has been on Wellness food since birth.  I just recently found Newman's Own Organics. The price was a bit cheaper, plus free shipping to my home!  AWESOME!  When I started to gradually change foods.  My LIVI, would eat only the Newmans' and leave the Wellness to later when she was really hungry.  So Funny!  She is the ""queen"" and she knows it!!",5
"I don't know why, because it doesn't look very appetizing, but my two dachshunds love this stuff and scarf it down with great abandon.",4
I have been using the product for several months now.  The dogs seem to like it and having it delivered is really nice.  What more can I say?,4
"Hello, I have tried some different foods for my dog,but this is the one she tolerates the best.I have a 13 year old Border Collie/Lab mix and have been giving her this food for quite some time now.She loves it.Thank you.",5
"the auto ship is a terrific way to get hard to find dog food like Newman's-- I can;t find it in my area at all, and it is all my elderly dog can eat with her IBS and preservative sensitivities.   Easy and cost effective.  I only wrestle with the CO2 footprint on having it to be shipped :((  And am working on finding an offset for that. !! :)",5
I feed my 10 year old toy breed this food and she hasn't complained yet.  Was feeding her Eukanuba her whole life before the dog food scare.  Switched then to only organic brands like Wellness.  This product has been the best deal on organic dog food I have found and with the subscribe and save...perfect!!,5
"This is a great product. Very comforting for owners that it is all natural (and mostly organic) with no by products and preservatives.  We gave our dog (a 7 year old lab mix) PetPromise before. After the transition it took a couple of days for her to get used to it, but once she did she loves it. My dog is quite picky about her food and she likes ""junk food"" better rather than wholesome food and treats (of course!). She is very used to Newman's own now and it gives her very good bowl movement. Always a plus!",5
"I adopted a rescue dog who had an allergy to corn. I checked every bag in local stores but all main fillers were corn. I thought I would have to drive to nearest pet store (120 mile round trip)to find a corn free dog food. Then I found this brand on Amazon which listed all the ingretents. No corn! My dog loves it so much, I even use it as a trick when training her. I'll be buying again and again.",5
"My dog never met a meal she didn't love including this one.  The price is very good, especially utilizing the subscription option.  I make 2/3 of the food I feed my dog, it's very easy and economical and the best way to control the quality.",4
very high quality food that my dog will actually eat .. always ships promptly and well packaged,5
"I've always given my dog what I thought was high quality dog food since she was a puppy.  After the pet food issues of a few years ago I switched to only organic dog food for her.  Since she is only 10 lbs the price difference isn't too bad.  I am a free feeder which isn't ideal but means my dog basically has access to food any time she wants it.  Because of this she only gets really excited when ""people"" food is offered to her.  Well when I open this bag she comes over and eats asap.  Good enough for me!",5
"This food might have great contents, but my 7 1/2 lb, 11/2 yr old poodle doesn't like the taste. She's not a picky eater.",1
"Yayy!!! Not feeling well today and dreading having to go to grocery store. But the one thing I cannot do without is dog food. (love my dogs). Low and behold, the door bell rang and it was like Santa heard me. I can't believe how quickly my order came. I was so happy I posted on facebook, and text to my mother. Thank you AMAZON :-) Thank you PRIME!!!",5
Based on the great reviews from everyone about their picky dogs loving it and always eating it I figured my picky dog would enjoy it as well.  The price for the amount is also very good considering it is all organic but sadly my dog hates it..  She smells it and walks away and when i try to hide the food she finds her way to eat around this food.  I wont be buying it again but I really wished my dog enjoyed it so I could continue to support this brand.,2
"I tried many different types of dry food for my picky eater, a cavalier king charles spaniel. When I found the Newmans own I hit gold. My dog loves it, he licks his bowl clean, and best of all it is good for him. His coat looks very healthy and his intermittent stomach issues are controlled. I am really happy with this brand. I wish it was available at more stores.",5
"I have started buying a lot of organic food over the past year, and it dawned on me that perhaps my dog should be eating more healthfully also. When I look at the list of ingredients on regular dog food, it is downright nauseating! I bought some of this Newman's Own and my dog loves it. She usually gobbles it up the minute I put it into the bowl.",5
"I expected Newman's Own dog food to be great.  It may be very nutritious, but my little terriers told me, ""We are NOT eating this stuff.  Period.  No Way.""  After 3 days they sniffed their bowls and walked away.  So I ordered another organic dog food (Natural Balance Organics) and it came today.  So, half old, half new, by the book, and they picked out the new stuff and left the Newman's in the bowl.  Go figure.  Just thought some of you might like to know.  I am switching them from Iams to something much healthier and I finally think I have a match.  But it's not Newman's.",2
This large bag of dry pet food is highly recommended for you adult dog. It's also worth purchasing this larger sized bag (or get two of them at once) in order to stock up on this food for a greater length of time.,5
"My dogs love it, even the little princess terrier.  I've tried many other brands and they enjoy this one the most as so far.",5
Fast Delivery.  Product arrived exactly as described.  Would purchase again from this company.,5
"I believe that dog food should be what your dog likes to start with.  Next, I think that you should do research to make sure it is right for  your pooch!!! All human grade products go into the dog food, another  decision is the size, and for 14 lbs. a 7 pound bag is perfect!!! Buying  at Amazon is a great way to buy, because they have the 7 pounder!!!",5
"If you are looking for an actual organic dog food, Newman's Own is not the way to go. I accidently purchased this thinking it was what it claimed on the front package, only to read the ingredient list to find out that basically everything else but the chicken was organic. With all of the drugs and hormones fed to conventionally raised ""food animals"" this ingredient is the most important one that should be organic.",2
"I cringed a little after reading the ingredient list. Way too much grains and not enough quality protein for our dogs. Notice all of them are at the beginning, which means they make up quite a bit of the diet. Soy protein is included but some dogs don't do well with soy (mine) and meat should be the protein source in dog food, not grains. Not recommended for your furry ones.",2
"I rotate between Newmans, Nature Balance, and Ceasar Milans organic dog food. My dog eat's all three so can't say which is better. My main reason to purchase this brand (or any Newman product) is for the charity the profits goes to. My way of supporting companies that give back.",5
"I signed up for the monthly subscription for this item. The price is great especially without having to pay shipping charges. I love the fact that I can manage the subscription by skipping a month or ordering it earlier than scheduled. Amazon has been excellent getting my shipments out on a timely manner.  Newman's Own® Organics Adult Dog Food Chicken & Rice Formula, 7-Pound Bag Very pleased with all my orders from Amazon. Extremely pleased with their customer service! THANKS AMAZON!",5
"I purchased two bags of this dogfood, after one week of feeding the newman brand, my dog started vomiting after eating, she had gas all the time and lied around whimpering due to stomach ache, after having her checked for a stomach disorder, I took her off the newman dogfood and the symptoms disappeared. I have sent three emails to newman dogfood website, no replies or acknowledgement, phone number not available, the dogfood is expensive and THE CUSTOMER SERVICE IS NON EXISTENT.",1
"Just signed up for the Subscribe and Save option.  Saved a few bucks per bag versus the local store, and now it will show up every month.  Hopefully the rhythm will match the consumption rate of my two dogs! (the shortest shipping interval is 1 month, but you can trigger an immediate delivery if needed)",5
I don't know why this got such good reviews but my Yorkshire really doesn't like it. He likes Iams more than this and it's cheaper.,3
"I feed my dog Royal Canine brand which I typically have to mix with chicken stick or wet canned food for her to eat - I thought this stuff would be more flavorful and easy to serve.  Upon opening I could tell I made a mistake - smells like cardboard - my dog won't eat it no matter how I dress it up, much less could I get her to eat it plain.  Plus, it has none of the science behind it like higher end brands like Royal Canine - the Newman brand is spreading itself too thin here - they should stick with pasta sauce.",1
I had to pick up a grocery store brand after running out of our regular Innova dog food. I fed this to my 160lb dog for a week and could not believe the amount of waste this brand produced! He was going up to 10 times a day! Unbelievable! This just goes to show how much filler is in this food. Would never recommend.,1
"This food is organic, sure.  However, look at the ingredients, top 7 includes chicken meal.  Never feed your pet anything with chicken meal or chicken by product.  It's a cheap substitute, and really is bad for the dog.  I suggest a brand like Evo, Blue Buffalo, ect.  No ingredient should be meal or by product.",2
"I guess my animals (cat and dog) can't read the amous names on bag warpings, as they almost refuse to eat this stuff unless nothing else available and they are hungry.",3
"I have 4 dogs and all were sick on this food. One actually almost died. It had to be ressucitated. After I spent $4,000.00 on Vet's bills I decided to call the FDA to analize this food. They found Ethoxyquin on it - a pesticide. [...] I just want to make sure if someone out there has the same problem, that it must be known. I'm still not happy about this incident. I decided not to pursue it any longer, but I still feel people should know. These 'Organic' companies can't get away misleading people. If everyone exposed them, then this would be a better world. Think about it...   Newman's Own Organics Chicken Rice, Advanced Dry, 25-Pound ",1
"Chicken Meal NOT legally allowed in human food  Subject to only the less-stringent animal food safety standards May contain ""4-D"" chicken products: * Diseased chickens * Chickens that were Dying prior to butchering * Chickens that were Dead prior to butchering * Disabled chickens (may carry more infections) Rendered May contain waste products * Restaurant waste * Meat processing facility waste * Packinghouse waste Not subject to testing for quality standards or nutrient levels, may vary widely from batch to batch",1
The number one ingredient is chicken... not organic chicken just the hormone pumped junk you wouldn't eat yourself. I will stick to Natural Balance which is sold here on Amazon as well.,1
"I put this in my dogs bowl and the first time, my dog,Bob Saget, just licked the bowl clean same ol same ol. Then! I put in some Uranium Ore and bamy waowi HE TURNED GREEN!!! Good results. The next day his eyes startes to glow and, when I took him for his daily stroll he looked at the neighbors cat and it levitated and exploded Good results.  I think I'll try some my I have a few people that the world dosen't need :-)",5
"I will never again even CONSIDER a dog food with corn, wheat or soy in it. Grain has no place in a dog's diet!",1
"I HAVE TO SAY IN THE BEGINNING..I HAVE NOT TRIED THIS FOOD, IT HAD ME SOLD. I SAID OH BOY! ITS MADE BY PAUL NEWMAN IT ""HAS"" TO BE GOOD! THIS SHOULD ""NOT BE CATARIZED ""ORGANIC""!! ITS DECEITFUL. IT SHOULD BE ADVERTIZED AS PARTIALLY ORGANIC! THEN YOU WONT BE UPSET THAT THE MOST IMPORTANT THING YOU WANT TO BE ORGANIC---THE MEAT---IS NOT! WHO CARES IF YOUR VEGGIES R ORGANIC? WELL YEH IT HELPS DEF BUT THEY DONT NORMALLY RAISE VEGGIES WITH ANTIBIOTICS ETC ETC! SO IF ORGANIC IS WHAT UR LOOKING FOR WALK UP THE AISLE TO CASTOR AND POLLUX ORGANIX DOG FOOD! EVERY SINGLE INGREDIANT ""IS""  O  R  G  A  N  I  C  !!! SHAME ON YOU THE COMPANY OF ONE OF MY FAV ACTORS! IM TRULY SURPRISED HE LET THIS BE UNDER THE REVIEWS OF ORGANIC!",1
"I cannot express enough how pleased I am with this dog food. I feed my 11 year old German Shepard, and my two year old Pittie Girl this food every day, and the benefits are astounding.  For most of my Shepards life I fed her a well known, vet recommended food, and yet she always had stomach problems.  Trying many things, it was not until I rescued, and I should really say she rescued me, and the dog food recall, that I began doing research on brands of food.  After a long investigation, I decided on Newman's Own, not only because there had been no recall on the food, but because of the ingredients, and that the proceeds going to charity. Now, choosing this brand, would mean that I would have to order it online, because my local stores did not carry it, but that was all right with me, because not only do I enjoy online ordering, but I am an older, disabled woman, and getting to the store and hauling in packages is very hard for me.  Well, I want to tell you, My 11 year old thrives on this food, with no more digestive issues, and a beautiful white coat, and she loves eating it with vigor. My two year old American Pit Bull Terrier, another love of my life, also thrives on this food, has the most beautiful shiny coat ever, and people say all the time how beautiful her coat is.  I do spoil my fur kids, but their health and well being is my number one priority.  I have just recently switched over feeding my 4 cats Newman's Own cat food, both dry and canned food, and since then, I have noticed the difference in the elimination of hair balls.  I know that I am truly a pet lover, but I believe that if you love your pets and want only the best well being for them, unnecessary medical issues, and all around good health, a good balanced, safe, natural food is the way to go.  I highly recommend Newman's Own dog and cat food.  I also feed my two dogs Newman's Own biscuits as treats.",5
"I adopted a dog that was raised by a bunch of frat age boys.  You can imagine the diet she had; Burgers, fries, ice-cream, and the cheapest dog foods on the market.  No, she wasn't crazy about Newman's dog food when I switched her to it.  But if you think about how people react to a healthy diet in the beginning it makes sense.  It takes time for the taste buds to adjust and not want the artificial ingredients put into most of the food out there.  It has been almost a year.  My dog, Molly, is bouncy and healthy and almost allergy free. She gets dry Newman's fed free style, and 4 ounces of Newman's canned every day.  Her weight stays stable at 65 pounds which is perfect for her. Her treats are real meat jerky strips a few times a week.  On another note, this diet has made doggy duty much easier. She never vomits anymore. Her scat is always firm, making her easy to clean up after.  She is regular as clock-work.  All these plusses make it more enjoyable to be a dog owner.",5
"Our dog is 13 years old and for the last couple of years, his stomach has become particularly sensitive. We tried various brands of dog food before settling on Newman's Own. Our dog loves it and has not had any more trouble with his stomach. It is hard to find though. I was buying it from a small local organic grocery store but they only carried it in the smallest size and I was paying almost twice as much as on Amazon. Now I have it set up on Amazon to ship monthly.",5
"We have been using Newman's organic dry dog food for over 5 years...it was a Godsend when we discovered it. Our little Jack had such severe allergies she was tormented day and night with unrelieved itching...after trying endless other avenues to find relief for her we were to the point we thought we might have to have her put down for her to find relief. Then the idea came up that maybe she had chemical sensitivities...so we decided to go organic...all her deals miraculously cleared up once we started the Newman's. However after giving glowing reviews for many years, we now have to concede something has changed...our little Jack's itching returned to the point of drawing blood. It is clear something changed and I believe it clearly is no longer as organic as it once was...we are on the hunt again. I am not saying it does not have good quality ingredients...but if you have a dog that is highly chemical sensitive...this likely is not for you. Too bad...it once was a superior product.",2
"I've yet to find any of the dogs I know that love it.  I still have my allergic dog eating it, but she has to be hungry to eat this without doctoring.  My vet doesn't want me feeding her people food so I add some of Newman's or Happy Hips canned to it.  I've talked to a couple of vets about prescription diet and they all push the big company brand names.  The common objection appears to be the soy used in Newman's to increase the protein count.  I am willing to put a little flavor in this to feed may dog high quality, social responsible food.  I may be the only person who has made the following mistake but, assuming you catch the Amazon sales, make sure you are ordering the bag size you want.  I thought I was getting a good price on one order until the food came and it was the seven instead of twelve pound bag.",4
"I originally bought this as a replacement for Science Diet's I/D as it was always much more expensive than anything else out there. I/D was also more expensive than Newman's at my local vet's office. I have had a ton of issues getting my dog to accept other dog foods in the past. We tried pretty much every brand that you can buy in pet shops and always had problems with my dog scratching or having her ears get bright red. We found out the problem after one of the cases where she almost went into renal failure after eating her Milkbone treats. We needed something organic without a lot of beef in it. While this one does have some bi-product for protein, it doesn't seem to bother my dog at all. She also has normal stools every time which wasn't the case even with the I/D. My dog hated the I/D. She would often leave a good portion of it on the ground or in the bowl and rarely ate it in its entirety. With the Newman's own it is night and day. She scarfs it down in less than a couple minutes and usually eats a bowl in one sitting. It seems like she loves it from the way she eats it.  A couple of the reports from reviewers originally scared me about the reports of scratching which was exactly the problem I had with other dog foods. I gave it a try and my husky has never had a problem since and she has been on it for almost three months now. My husky has always had problems with digestive issues and this seems to be one dog food that she likes and does not have problems with.  On a side note, I wish Newman's offered a bigger size bag. I have to order these all the time due to the 12.5 pound bag. My husky kills a bag in roughly two weeks due to her size. It still works out being cheaper than the $50 bag of 17 pound I/D I was ordering so I'm still happy with it. Science diet was sending me to the poor house.",5
"I adopted my dog about 6 months ago and he had digestive problems that the vet could find no cause for. He would get diarrhea with mucous in stools regularly. His stools would vary from constipated to unformed soft stool. I decided to switch him to a better quality food and did a lot of research. Newman's Own had all the qualities I was looking for, so I switched him to it gradually - 1/2 Purina One and 1/2 Newman's Own at first and gradually more Newmans' Own in the mix until finally 100% N.O. Ever since switching about six weeks ago, he has not had constipation or loose stools. I also don't hear his tummy roiling after meals like before. And despite what a few reviewers have written, the chicken and beef used in the pet food, while not ""organic"", is ""natural"" and raised without hormones and antibiotics.  According to [...] ingredients list: ""Natural Chicken - Raised without growth hormones and antibiotics and fed only a 100% natural, all-vegetable diet, the chicken meat provides amino acids essential for muscles, hormones, enzymes, antibodies and structural and protective tissues."" Also, the beef is free-range anad range fed w/ no hormones & antibiotics.  For me the evidence is clear - this is good quality food, my dog loves it and I love that when I buy Newman's Own products, the royalties go to charity!",5
"I subscribe to the 12.5 lb bag of Advanced Dog Formula for Active or Senior Dogs - it's a great value. We have a small border collie mix and she absolutely loves this food. I feed it to her in a  Buster Food Cube Large Size (Colors May Vary)  and she can't wait for mealtime every day!  We got her from the shelter where she was on Science Diet. She had a ton of skin issues (formerly had fleas, patches of bare skin, itchy dry skin, and dandruff flakes). Since we changed over to Newman's, the skin problems have almost gone away. It's been about 2 months and she has her fur growing back in the problem areas, she has less dandruff and I've noticed a lot less scratching from her in general. Our dog trainer said it was most likely due to the change in diet.  Her BMs are solid and very regular. They are also not particularly smelly. I have never smelled any gas from her since putting her on the food. These are all signs that she is on a great diet!  Also, I love the subscribe feature because I don't have to lug heavy bags of dog food from my car to my 3rd floor apartment!",5
"We've been feeding this food to our wheaten terrier for a year, with happy results - until last Tuesday, when my latest subscribe-and-save bag was opened: my dog started throwing up during the night after eating from this new bag. On the first night, I figured she'd eaten something bad off the street. On the second night, I figured it was the lingering effects of eating something bad off the street. On the third night, I started looking for other causes for the nighttime retching, and I realized that the vomiting had started on the same day as we'd started the new bag. I stopped feeding the dog the Newman's Own and the vomiting stopped for 2 nights. Last night, I fed her the food again, and sure enough, she threw up in the night.  I trusted and liked this food - and all things under the Newman's Own brand - but i'll never buy their products again. They clearly have a dangerous quality control problem.",1
"We have a pug that suffers from chronic ear infections and skin problems.  We've consistently kept him on expensive brands that are well known for having good ingredients like California Natural, Chicken Soup for the dog lover's soul, Royal Canin, and a couple others that I can't remember off the top of my head.  My Mom picked up this Newman's food because it was available at the grocery store.  They love the food, but what really surprises me is that his ears and skin have improved dramatically.  His stools are also much firmer and way less stinky than before.  This food seems like a real winner for us.",5
"since we began using this several years ago our senior dogs raely need to visit the vet. When we were feeding a well know premium petstore brand  we were there at least 1 time every six weeks. they love the taste of newmans it keeps their tummy in tip top shape. NO more food alergies. No more vomiting, Made with bells & evans chicken the same chicken sold at whole foods & other organic food sellers. If its good enough for you, it's good enough for them. All Mr Newmans profits go to animal shelter and rescue organization. Give this food 12 weeks see the improvememnt yourself.",5
"I really want to like this product because of the great things Newman's have done and the fact that all the proceeds go to charity. I like the fact that the ingredients are all top quality and organic. It looks and smells good too. Unfortunately, none of this matters to my dog Daisy. She just doesn't care for it. Usually she will sniff it and walk away. Once she realizes nothing else is coming her way she will usually eat it but I feel bad since she obviously doesn't care for it. Like I said, I really want to like this product, but my dog has the final say. Sadly, I don't think I will buy it again.",3
"Our cocker spaniel is now nearly 10 years old, and the solid gold food I'd been feeding him suddenly changed its formulation over a year ago(with no notice on the packaging), and he became subject to unexplained stomach upsets.  After the contaminated food scare even tho Solid Gold was not recalled, I decided to switch, and this formulation is perfect for him to not gain too much weight.  Newman's own is a brand I totally trust and have bought snacks for my human baby as well for years.  After a year on this food, my dog is doing fine, but I do notice a need to supplement with fish oil for a healthier coat.  That may be age related as well.  But the stomach upsets have stopped.  And I feel better knowing I am not exposing him to additional pesticides and hormones by going mostly organic with this formula.",4
"I switched my mini-Schauzers over to Newman's Own Organics a month ago when they came off of their puppy chow.  I've been looking for a good quality dog food (rated 4 stars by dogfoodadvisor.com) without going into debt purchasing it!  I was feeding them a different brand that was ""breed-specific"" food, but was having trouble trying to find it in stock anywhere.  A few places, if they carried it at all, only carried the very small bags (2.5 lbs) and with two dogs, one bag would last about 3 - 5 days.  Plus these little 2.5 lb. bags cost more than half what the larger 10 lb. bag  cost!  I tried to make an arrangement to have one of the places order the larger bag for me, but they conveniently ""forgot"" to place the order, so I was stuck purchasing the ridiculously more expensive small bags.  Then I heard about Newman's Own Organics, which is rated a better dog food than the ""breed-specific"" food I was using and cost $$$ less!  And then I discovered that I could buy this food at Amazon.com, have it shipped on a regular basis to my home with no shipping costs and a discount on the food for signing up for the subscription plan delivery - no brainer!!  No more running out of food, no more driving 50 miles or more to find it, no more hassels!  And best and most importantly of all, my little guys LOVE IT!!  Their stools firmed up almost immediately after starting the switchover, they seem more active, more alert, more regular and they actually chew this food (they inhaled their puppy chow without chewing!)  I can't say enough good things about both Newman's Own and Amazon's subscription delivery service!",5
"I have a dachshund.  I have fed her Newman's Own Senior Formula for the past few years.  I used to feed her Eukanuba, but then when there was that pet food scare with China, I started to investigate and found out that Eukanuba contained the same undesirable chicken parts as the cheaper dog foods.  I wasn't happy.  I contacted Newman's about whether the products in this food are sourced from the U.S. and I was told by one of their scientists that they are.  Recently, I moved and was unable to get Newman's locally, so I tried a couple other organic brands.  My dog didn't like them and she seemed to have a larger stool.  I decided to go back to Newman's and order from Amazon, who I can always count on to carry everything.  Now she's happy and so am I!  And, we're supporting a great cause, because Newman's doesn't compromise on quality and also supports charitable endeavors.  What more could you ask?  One important thing to consider - if you have a senior dog, it is important to feed them the senior formula so they can digest the food easier.",5
"I had been buying all sorts of super-premium, super expensive foods.  My local stores kept discontinuing them.  So I did my research and found Newman's Own Organic.  It is certified organic with no hormones, antibiotics or chemical additives, corn or wheat.  And my dogs love it (of course they eat anything including grass and bird food and several unfit to post on line).",5
"This food is a vast improvement over the store bought crap. My dog's coat got softer within days, his breath stopped stinking immediately and he smells a lot better. He is more active and seems healthier and happier. No more rendering plant floor sweepings for my dog! $20 a month is a small sacrifice to make for my dog's health and well being. I honestly don't know why everyone isn't more concerned about what kind of inedible junk they put in regular store bought dog food.",5
"One of my dogs had irritable bowel syndrome which we tried to address with food from the vet, raw food, and every kind of dog food in a pet store.  A friend told me about Newmans and how it cleared up her dog's stomach problems.  One day later - firm stools, no gas, happy dog, ecstatic dog parents!  My other dog is 10 and is often mistaken for a puppy due to her good energy and coat.  I am so glad we found this food!",5
"Both of my dogs had trouble with this formula, allergy wise.  It took me a couple of days to realize that their itching was related to the food.  Needless to say I won't buy this product again.",2
"I have given my dogs every expensive dog food there is, Orijin, Blu, Merrick...you name it, and even though they were good this one is the best.  No upset tummies during the switch to this dog food either.  Even my senior dog who always has loose stool now has a firm healthy stool. Plus, Newman's Own gives all their profits to charity so it really is the best as far as I'm concerned.",5
"When one purchases a product that is called Newman's Organics, one would expect organic food.  Not just the vegetables, which are much less expensive to be organic than the meat or chicken.  I was very, very disappointed to find out that the chicken is not organic.  For a couple of dollars more, just buy real organic dog food. This dog food isn't exactly cheap, so you expect that they will provide what they are advertising.  This whole ""greenwashing"" thing needs to be regulated better.  If someone uses the word organic in their description, it better be organic.  Otherwise the consumer is being deceived which is unfortunate.  Newmans has a great reputation, I buy a lot of their products, but this was intentionally deceptive and it makes me reconsider buying anything from them in the future.  On the positive side, my dog loved it, she would lick the bowl around the room for 20 minutes after the last morsel was consumed.  I have no idea what they put in it that tasted so good, it's like the crack cocaine of dog food.  She has never been a finicky eater, she'll pretty much eat anything voraciously, but this stuff really rocked her epicurean world.  Too bad she isn't getting any more of it.",2
"My foster dog, Rex, came to me severely underweight with nutrient defficiencies and digestive issues.  After a few weeks of prescription food, I phased him into Newman's Own Advanced Formula.  Not only does he love it, but he's gaining weight marvelously and digests it easily.  It was recommended by many, and has minimal to no fillers.  Personally, I enjoy the product because as a life-long vegetarian, it was important to find a food with strict animal compassion practices, and Newman's Own apparently has those.  It's affordable as well.  Sticking with it!",5
"This is a great dog food product - healthy, organic and great for sensitive tummies!  Our Lhasa Apso is nine years old, is a picky eater and has a very sensitive stomach. We started feeding him Newman's Own Organics dog food about 4 years ago and are really, really satified with this product. He rarely gets sick, eats almost every meal we give him, though sometimes he makes us wait for him to finish his breakfast but that's okay! With other dog food products he would stop eating them completely or get sick frequently - even the expensive brands we tried from the animal hospital.  At first the only place we could buy Newman's Own was from a local, privately owned pet store which was very expensive but worth it since he stopped getting sick so frequently. I was delighted to buy it on Amazon. The price for the 12.5 lb bag is slightly more than what we were paying for the 7 lb bag locally. I am a Prime member so was able to get this without paying for shipping. I will certainly order it again when we get close to running out.  Thank you Amazon!!",5
"My dogs love this food.  I have fed my 11 year old German Shepard and my three year old American Pit Bull Terrier for almost three years. They have thrived so well on this food, my shepard no longer has stomach problems ... both their coats are beautiful and I am completely satisfied.  When I decided to switch foods, I did alot of research on what good, healthy, mostly organic food to switch them to. I chose Newman's Own, not because I could purchase it easily at a local store .. because I can not do so, I have to order it and have it delivered, but because of the ingredients, how it is made, and because most of the proceeds go to charities. I found the best price at Amazon, and will always order it this way.  I truly recommend this dog food to everyone.",5
"I have not tried this product personally, but my dog has, and he loves it, and is aging well. He's getting a bit grey, but is as bouncy as he ever was 10 years ago.",5
"Have two cocker spaniels. It was a challenge to find the right dog food for the older one, as he would get very gassy. I tried at least 5-6 different brands with no success. Then another cocker spaniel owner recommended me this one. NO MORE GAS!! Both of them love it. Their coat is looking so much shinier and healthier. And they now shed very less. I would'nt feed my dogs anything else now. Very highly recommended! And the price and service from Amazon is unbeatable!!",5
"Our dog has always been a little on the lazy side, and his coat has been fairly unhealthy-looking relative to other dogs we've had in the past. When he began to start smelling on top of it, we decided to change his dog food to see if perhaps his stomach was becoming upset by his current food.  After about a week on the new food, he had noticeably more energy and his coat started to become much healthier. On top of that, the odor that he emitted started to subside until it was no longer there.  We really didn't expect it to be so drastic. We're very happy with Newman's Own dog food.",5
